,uniprot_id,Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_first
529,q92560,Q92560,BAP1_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1) (Cerebral protein 6),BAP1 KIAA0272 hucep-6,Homo sapiens (Human),729,BAP1
530,p62263,P62263,RS14_HUMAN,reviewed,Small ribosomal subunit protein uS11 (40S ribosomal protein S14),RPS14 PRO2640,Homo sapiens (Human),151,RPS14
531,q9nrg4,Q9NRG4,SMYD2_HUMAN,reviewed,N-lysine methyltransferase SMYD2 (EC 2.1.1.-) (HSKM-B) (Histone methyltransferase SMYD2) (EC 2.1.1.354) (Lysine N-methyltransferase 3C) (SET and MYND domain-containing protein 2),SMYD2 KMT3C,Homo sapiens (Human),433,SMYD2
532,o75530,O75530,EED_HUMAN,reviewed,Polycomb protein EED (hEED) (Embryonic ectoderm development protein) (WD protein associating with integrin cytoplasmic tails 1) (WAIT-1),EED,Homo sapiens (Human),441,EED
533,q96hw7,Q96HW7,INT4_HUMAN,reviewed,Integrator complex subunit 4 (Int4),INTS4 MSTP093,Homo sapiens (Human),963,INTS4
534,q06609,Q06609,RAD51_HUMAN,reviewed,DNA repair protein RAD51 homolog 1 (HsRAD51) (hRAD51) (RAD51 homolog A),RAD51 RAD51A RECA,Homo sapiens (Human),339,RAD51
535,q6w2j9,Q6W2J9,BCOR_HUMAN,reviewed,BCL-6 corepressor (BCoR),BCOR KIAA1575,Homo sapiens (Human),1755,BCOR
536,p52434,P52434,RPAB3_HUMAN,reviewed,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)",POLR2H,Homo sapiens (Human),150,POLR2H
537,p25786,P25786,PSA1_HUMAN,reviewed,Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain) (Proteasome subunit alpha-6) (alpha-6),PSMA1 HC2 NU PROS30 PSC2,Homo sapiens (Human),263,PSMA1
538,p49721,P49721,PSB2_HUMAN,reviewed,Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I) (Proteasome subunit beta-4) (beta-4),PSMB2,Homo sapiens (Human),201,PSMB2
539,o00762,O00762,UBE2C_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C),UBE2C UBCH10,Homo sapiens (Human),179,UBE2C
540,q8taq2,Q8TAQ2,SMRC2_HUMAN,reviewed,SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2),SMARCC2 BAF170,Homo sapiens (Human),1214,SMARCC2
541,q92759,Q92759,TF2H4_HUMAN,reviewed,General transcription factor IIH subunit 4 (Basic transcription factor 2 52 kDa subunit) (BTF2 p52) (General transcription factor IIH polypeptide 4) (TFIIH basal transcription factor complex p52 subunit),GTF2H4,Homo sapiens (Human),462,GTF2H4
542,q92833,Q92833,JARD2_HUMAN,reviewed,Protein Jumonji (Jumonji/ARID domain-containing protein 2),JARID2 JMJ,Homo sapiens (Human),1246,JARID2
543,o15020,O15020,SPTN2_HUMAN,reviewed,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)",SPTBN2 KIAA0302 SCA5,Homo sapiens (Human),2390,SPTBN2
544,q9h3p2,Q9H3P2,NELFA_HUMAN,reviewed,Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein),NELFA WHSC2 P/OKcl.15,Homo sapiens (Human),528,NELFA
545,p41091,P41091,IF2G_HUMAN,reviewed,Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX),EIF2S3 EIF2G,Homo sapiens (Human),472,EIF2S3
546,q9y5n1,Q9Y5N1,HRH3_HUMAN,reviewed,Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97),HRH3 GPCR97,Homo sapiens (Human),445,HRH3
547,p21675,P21675,TAF1_HUMAN,reviewed,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),TAF1 BA2R CCG1 CCGS TAF2A,Homo sapiens (Human),1893,TAF1
548,q7z4v5,Q7Z4V5,HDGR2_HUMAN,reviewed,Hepatoma-derived growth factor-related protein 2 (HDGF-related protein 2) (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),HDGFL2 HDGF2 HDGFRP2 HRP2 UNQ785/PRO1604,Homo sapiens (Human),671,HDGFL2
549,p61513,P61513,RL37A_HUMAN,reviewed,Large ribosomal subunit protein eL43 (60S ribosomal protein L37a),RPL37A,Homo sapiens (Human),92,RPL37A
550,q13315,Q13315,ATM_HUMAN,reviewed,Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated) (A-T mutated),ATM,Homo sapiens (Human),3056,ATM
551,q86y26,Q86Y26,NUTM1_HUMAN,reviewed,NUT family member 1 (Nuclear protein in testis),NUTM1 C15orf55 NUT,Homo sapiens (Human),1132,NUTM1
552,p33993,P33993,MCM7_HUMAN,reviewed,DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog) (P1.1-MCM3),MCM7 CDC47 MCM2,Homo sapiens (Human),719,MCM7
553,q15545,Q15545,TAF7_HUMAN,reviewed,Transcription initiation factor TFIID subunit 7 (RNA polymerase II TBP-associated factor subunit F) (Transcription initiation factor TFIID 55 kDa subunit) (TAF(II)55) (TAFII-55) (TAFII55),TAF7 TAF2F TAFII55,Homo sapiens (Human),349,TAF7
554,p10412,P10412,H14_HUMAN,reviewed,Histone H1.4 (Histone H1b) (Histone H1s-4),H1-4 H1F4 HIST1H1E,Homo sapiens (Human),219,H1-4
555,o43242,O43242,PSMD3_HUMAN,reviewed,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,Homo sapiens (Human),534,PSMD3
556,q6b0i6,Q6B0I6,KDM4D_HUMAN,reviewed,Lysine-specific demethylase 4D (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3D) (Jumonji domain-containing protein 2D) ([histone H3]-trimethyl-L-lysine(9) demethylase 4D),KDM4D JHDM3D JMJD2D,Homo sapiens (Human),523,KDM4D
557,p49427,P49427,UB2R1_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1),CDC34 UBCH3 UBE2R1,Homo sapiens (Human),236,CDC34
558,p15374,P15374,UCHL3_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3),UCHL3,Homo sapiens (Human),230,UCHL3
559,q02078,Q02078,MEF2A_HUMAN,reviewed,Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1),MEF2A MEF2,Homo sapiens (Human),507,MEF2A
560,q71di3,Q71DI3,H32_HUMAN,reviewed,Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o),H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D,Homo sapiens (Human),136,H3C15
561,p48643,P48643,TCPE_HUMAN,reviewed,T-complex protein 1 subunit epsilon (TCP-1-epsilon) (EC 3.6.1.-) (CCT-epsilon) (Chaperonin containing T-complex polypeptide 1 subunit 5),CCT5 CCTE KIAA0098,Homo sapiens (Human),541,CCT5
562,p28072,P28072,PSB6_HUMAN,reviewed,Proteasome subunit beta type-6 (EC 3.4.25.1) (Macropain delta chain) (Multicatalytic endopeptidase complex delta chain) (Proteasome delta chain) (Proteasome subunit Y) (Proteasome subunit beta-1) (beta-1),PSMB6 LMPY Y,Homo sapiens (Human),239,PSMB6
563,q9nub1,Q9NUB1,ACS2L_HUMAN,reviewed,"Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)",ACSS1 ACAS2L KIAA1846,Homo sapiens (Human),689,ACSS1
564,q09472,Q09472,EP300_HUMAN,reviewed,Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein lactyltransferas p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-),EP300 P300,Homo sapiens (Human),2414,EP300
565,p33992,P33992,MCM5_HUMAN,reviewed,DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46),MCM5 CDC46,Homo sapiens (Human),734,MCM5
566,q5tka1,Q5TKA1,LIN9_HUMAN,reviewed,Protein lin-9 homolog (HuLin-9) (hLin-9) (Beta subunit-associated regulator of apoptosis) (TUDOR gene similar protein) (Type I interferon receptor beta chain-associated protein) (pRB-associated protein),LIN9 BARA TGS,Homo sapiens (Human),542,LIN9
567,a8mt69,A8MT69,CENPX_HUMAN,reviewed,Centromere protein X (CENP-X) (FANCM-associated histone fold protein 2) (FANCM-interacting histone fold protein 2) (Fanconi anemia-associated polypeptide of 10 kDa) (Retinoic acid-inducible gene D9 protein homolog) (Stimulated by retinoic acid gene 13 protein homolog),CENPX FAAP10 MHF2 STRA13,Homo sapiens (Human),81,CENPX
568,q9brj7,Q9BRJ7,TIRR_HUMAN,reviewed,Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos),NUDT16L1 SDOS TIRR,Homo sapiens (Human),211,NUDT16L1
569,p21580,P21580,TNAP3_HUMAN,reviewed,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (OTU domain-containing protein 7C) (Putative DNA-binding protein A20) (Zinc finger protein A20) [Cleaved into: A20p50; A20p37],TNFAIP3 OTUD7C,Homo sapiens (Human),790,TNFAIP3
570,q01860,Q01860,PO5F1_HUMAN,reviewed,"POU domain, class 5, transcription factor 1 (Octamer-binding protein 3) (Oct-3) (Octamer-binding protein 4) (Oct-4) (Octamer-binding transcription factor 3) (OTF-3)",POU5F1 OCT3 OCT4 OTF3,Homo sapiens (Human),360,POU5F1
571,q6gqq9,Q6GQQ9,OTU7B_HUMAN,reviewed,OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne),OTUD7B ZA20D1,Homo sapiens (Human),843,OTUD7B
572,o00268,O00268,TAF4_HUMAN,reviewed,Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135),TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135,Homo sapiens (Human),1085,TAF4
573,q96ct7,Q96CT7,CC124_HUMAN,reviewed,Coiled-coil domain-containing protein 124,CCDC124,Homo sapiens (Human),223,CCDC124
574,p62495,P62495,ERF1_HUMAN,reviewed,Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Protein Cl1) (TB3-1),ETF1 ERF1 RF1 SUP45L1,Homo sapiens (Human),437,ETF1
575,p63096,P63096,GNAI1_HUMAN,reviewed,Guanine nucleotide-binding protein G(i) subunit alpha-1 (EC 3.6.5.-) (Adenylate cyclase-inhibiting G alpha protein),GNAI1,Homo sapiens (Human),354,GNAI1
576,p07305,P07305,H10_HUMAN,reviewed,"Histone H1.0 (Histone H1') (Histone H1(0)) [Cleaved into: Histone H1.0, N-terminally processed]",H1-0 H1F0 H1FV,Homo sapiens (Human),194,H1-0
577,p32780,P32780,TF2H1_HUMAN,reviewed,General transcription factor IIH subunit 1 (Basic transcription factor 2 62 kDa subunit) (BTF2 p62) (General transcription factor IIH polypeptide 1) (TFIIH basal transcription factor complex p62 subunit),GTF2H1 BTF2,Homo sapiens (Human),548,GTF2H1
578,p30260,P30260,CDC27_HUMAN,reviewed,Cell division cycle protein 27 homolog (Anaphase-promoting complex subunit 3) (APC3) (CDC27 homolog) (CDC27Hs) (H-NUC),CDC27 ANAPC3 D0S1430E D17S978E,Homo sapiens (Human),824,CDC27
579,q9h081,Q9H081,MIS12_HUMAN,reviewed,Protein MIS12 homolog,MIS12,Homo sapiens (Human),205,MIS12
580,q9bz95,Q9BZ95,NSD3_HUMAN,reviewed,Histone-lysine N-methyltransferase NSD3 (EC 2.1.1.370) (EC 2.1.1.371) (Nuclear SET domain-containing protein 3) (Protein whistle) (WHSC1-like 1 isoform 9 with methyltransferase activity to lysine) (Wolf-Hirschhorn syndrome candidate 1-like protein 1) (WHSC1-like protein 1),NSD3 WHSC1L1 DC28,Homo sapiens (Human),1437,NSD3
581,q6p2c8,Q6P2C8,MED27_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27) (P37 TRAP/SMCC/PC2 subunit) (Transcriptional coactivator CRSP34),MED27 CRSP34 CRSP8,Homo sapiens (Human),311,MED27
582,q96t88,Q96T88,UHRF1_HUMAN,reviewed,E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1),UHRF1 ICBP90 NP95 RNF106,Homo sapiens (Human),793,UHRF1
583,q9unp9,Q9UNP9,PPIE_HUMAN,reviewed,Peptidyl-prolyl cis-trans isomerase E (PPIase E) (EC 5.2.1.8) (Cyclophilin E) (Cyclophilin-33) (Rotamase E),PPIE CYP33,Homo sapiens (Human),301,PPIE
584,q96h22,Q96H22,CENPN_HUMAN,reviewed,Centromere protein N (CENP-N) (Interphase centromere complex protein 32),CENPN C16orf60 ICEN32 BM-309,Homo sapiens (Human),339,CENPN
585,q9h0h0,Q9H0H0,INT2_HUMAN,reviewed,Integrator complex subunit 2 (Int2),INTS2 KIAA1287,Homo sapiens (Human),1204,INTS2
586,q8ncd3,Q8NCD3,HJURP_HUMAN,reviewed,Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9),HJURP FAKTS FLEG1 URLC9,Homo sapiens (Human),748,HJURP
587,q8n6t7,Q8N6T7,SIR6_HUMAN,reviewed,NAD-dependent protein deacylase sirtuin-6 (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-6) (EC 2.3.1.286) (Protein mono-ADP-ribosyltransferase sirtuin-6) (EC 2.4.2.-) (Regulatory protein SIR2 homolog 6) (hSIRT6) (SIR2-like protein 6),SIRT6 SIR2L6,Homo sapiens (Human),355,SIRT6
588,q9h0m4,Q9H0M4,ZCPW1_HUMAN,reviewed,Zinc finger CW-type PWWP domain protein 1,ZCWPW1,Homo sapiens (Human),648,ZCWPW1
589,p14735,P14735,IDE_HUMAN,reviewed,Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin),IDE,Homo sapiens (Human),1019,IDE
590,q9nyj8,Q9NYJ8,TAB2_HUMAN,reviewed,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2),TAB2 KIAA0733 MAP3K7IP2,Homo sapiens (Human),693,TAB2
591,o75886,O75886,STAM2_HUMAN,reviewed,Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein),STAM2 HBP,Homo sapiens (Human),525,STAM2
592,q9nx58,Q9NX58,LYAR_HUMAN,reviewed,Cell growth-regulating nucleolar protein,LYAR PNAS-5,Homo sapiens (Human),379,LYAR
593,p62857,P62857,RS28_HUMAN,reviewed,Small ribosomal subunit protein eS28 (40S ribosomal protein S28),RPS28,Homo sapiens (Human),69,RPS28
594,q96kk5,Q96KK5,H2A1H_HUMAN,reviewed,Histone H2A type 1-H (H2A-clustered histone 12) (Histone H2A/s),H2AC12 HIST1H2AH HIST1H2AI,Homo sapiens (Human),128,H2AC12
595,p36406,P36406,TRI23_HUMAN,reviewed,E3 ubiquitin-protein ligase TRIM23 (EC 2.3.2.27) (ADP-ribosylation factor domain-containing protein 1) (GTP-binding protein ARD-1) (RING finger protein 46) (RING-type E3 ubiquitin transferase TRIM23) (Tripartite motif-containing protein 23),TRIM23 ARD1 ARFD1 RNF46,Homo sapiens (Human),574,TRIM23
596,q9c040,Q9C040,TRIM2_HUMAN,reviewed,Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2),TRIM2 KIAA0517 RNF86,Homo sapiens (Human),744,TRIM2
597,p42568,P42568,AF9_HUMAN,reviewed,Protein AF-9 (ALL1-fused gene from chromosome 9 protein) (Myeloid/lymphoid or mixed-lineage leukemia translocated to chromosome 3 protein) (YEATS domain-containing protein 3),MLLT3 AF9 YEATS3,Homo sapiens (Human),568,MLLT3
598,q9ukt5,Q9UKT5,FBX4_HUMAN,reviewed,F-box only protein 4,FBXO4 FBX4,Homo sapiens (Human),387,FBXO4
599,p40429,P40429,RL13A_HUMAN,reviewed,Large ribosomal subunit protein uL13 (23 kDa highly basic protein) (60S ribosomal protein L13a),RPL13A,Homo sapiens (Human),203,RPL13A
600,q14152,Q14152,EIF3A_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185),EIF3A EIF3S10 KIAA0139,Homo sapiens (Human),1382,EIF3A
601,p55197,P55197,AF10_HUMAN,reviewed,Protein AF-10 (ALL1-fused gene from chromosome 10 protein),MLLT10 AF10,Homo sapiens (Human),1068,MLLT10
602,p16220,P16220,CREB1_HUMAN,reviewed,Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1),CREB1,Homo sapiens (Human),327,CREB1
603,q14149,Q14149,MORC3_HUMAN,reviewed,MORC family CW-type zinc finger protein 3 (Nuclear matrix protein 2) (Zinc finger CW-type coiled-coil domain protein 3),MORC3 KIAA0136 NXP2 ZCWCC3,Homo sapiens (Human),939,MORC3
604,q12906,Q12906,ILF3_HUMAN,reviewed,Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80),ILF3 DRBF MPHOSPH4 NF90,Homo sapiens (Human),894,ILF3
605,q15819,Q15819,UB2V2_HUMAN,reviewed,Ubiquitin-conjugating enzyme E2 variant 2 (DDVit 1) (Enterocyte differentiation-associated factor 1) (EDAF-1) (Enterocyte differentiation-promoting factor 1) (EDPF-1) (MMS2 homolog) (Vitamin D3-inducible protein),UBE2V2 MMS2 UEV2,Homo sapiens (Human),145,UBE2V2
606,q9ubu8,Q9UBU8,MO4L1_HUMAN,reviewed,Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (MRG15) (Protein MSL3-1) (Transcription factor-like protein MRG15),MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368,Homo sapiens (Human),362,MORF4L1
607,q9nr48,Q9NR48,ASH1L_HUMAN,reviewed,Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.359) (EC 2.1.1.367) (ASH1-like protein) (huASH1) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H),ASH1L KIAA1420 KMT2H,Homo sapiens (Human),2969,ASH1L
608,q7l5y9,Q7L5Y9,MAEA_HUMAN,reviewed,E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Cell proliferation-inducing gene 5 protein) (Erythroblast macrophage protein) (Human lung cancer oncogene 10 protein) (HLC-10) (Macrophage erythroblast attacher) (P44EMLP),MAEA EMP HLC10 PIG5,Homo sapiens (Human),396,MAEA
609,p63244,P63244,RACK1_HUMAN,reviewed,"Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]",RACK1 GNB2L1 HLC7 PIG21,Homo sapiens (Human),317,RACK1
610,p23497,P23497,SP100_HUMAN,reviewed,Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa),SP100,Homo sapiens (Human),879,SP100
611,q9nvm9,Q9NVM9,INT13_HUMAN,reviewed,Integrator complex subunit 13 (Cell cycle regulator Mat89Bb homolog) (Germ cell tumor 1) (Protein asunder homolog) (Sarcoma antigen NY-SAR-95),INTS13 ASUN C12orf11 GCT1,Homo sapiens (Human),706,INTS13
612,p35998,P35998,PRS7_HUMAN,reviewed,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),PSMC2 MSS1,Homo sapiens (Human),433,PSMC2
613,q8nez4,Q8NEZ4,KMT2C_HUMAN,reviewed,Histone-lysine N-methyltransferase 2C (Lysine N-methyltransferase 2C) (EC 2.1.1.364) (Homologous to ALR protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 3),KMT2C HALR KIAA1506 MLL3,Homo sapiens (Human),4911,KMT2C
614,q8na31,Q8NA31,TERB1_HUMAN,reviewed,Telomere repeats-binding bouquet formation protein 1 (Coiled-coil domain-containing protein 79),TERB1 CCDC79,Homo sapiens (Human),727,TERB1
615,p0dpk5,P0DPK5,H3Y2_HUMAN,reviewed,Histone H3.X (Histone H3.Y2),H3Y2,Homo sapiens (Human),147,H3Y2
616,q7z434,Q7Z434,MAVS_HUMAN,reviewed,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),MAVS IPS1 KIAA1271 VISA,Homo sapiens (Human),540,MAVS
617,q13112,Q13112,CAF1B_HUMAN,reviewed,Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60) (M-phase phosphoprotein 7),CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7,Homo sapiens (Human),559,CHAF1B
618,q8wwq0,Q8WWQ0,PHIP_HUMAN,reviewed,PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11),PHIP DCAF14 WDR11,Homo sapiens (Human),1821,PHIP
619,q8iyh5,Q8IYH5,ZZZ3_HUMAN,reviewed,ZZ-type zinc finger-containing protein 3,ZZZ3,Homo sapiens (Human),903,ZZZ3
620,q9nwa0,Q9NWA0,MED9_HUMAN,reviewed,Mediator of RNA polymerase II transcription subunit 9 (Mediator complex subunit 9),MED9 MED25,Homo sapiens (Human),146,MED9
621,p60866,P60866,RS20_HUMAN,reviewed,Small ribosomal subunit protein uS10 (40S ribosomal protein S20),RPS20,Homo sapiens (Human),119,RPS20
622,q9nyg5,Q9NYG5,APC11_HUMAN,reviewed,Anaphase-promoting complex subunit 11 (APC11) (Cyclosome subunit 11) (Hepatocellular carcinoma-associated RING finger protein),ANAPC11 HSPC214,Homo sapiens (Human),84,ANAPC11
623,p13984,P13984,T2FB_HUMAN,reviewed,General transcription factor IIF subunit 2 (General transcription factor IIF 30 kDa subunit) (Transcription initiation factor IIF subunit beta) (TFIIF-beta) (Transcription initiation factor RAP30),GTF2F2 RAP30,Homo sapiens (Human),249,GTF2F2
624,q6nyc1,Q6NYC1,JMJD6_HUMAN,reviewed,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR),JMJD6 KIAA0585 PSR PTDSR,Homo sapiens (Human),403,JMJD6
625,o14929,O14929,HAT1_HUMAN,reviewed,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),HAT1 KAT1,Homo sapiens (Human),419,HAT1
626,q96qv6,Q96QV6,H2A1A_HUMAN,reviewed,Histone H2A type 1-A (H2A-clustered histone 1) (Histone H2A/r),H2AC1 H2AFR HIST1H2AA,Homo sapiens (Human),131,H2AC1
627,q9ujx6,Q9UJX6,ANC2_HUMAN,reviewed,Anaphase-promoting complex subunit 2 (APC2) (Cyclosome subunit 2),ANAPC2 APC2 KIAA1406,Homo sapiens (Human),822,ANAPC2
628,q71f23,Q71F23,CENPU_HUMAN,reviewed,Centromere protein U (CENP-U) (Centromere protein of 50 kDa) (CENP-50) (Interphase centromere complex protein 24) (KSHV latent nuclear antigen-interacting protein 1) (MLF1-interacting protein) (Polo-box-interacting protein 1),CENPU ICEN24 KLIP1 MLF1IP PBIP1,Homo sapiens (Human),418,CENPU
629,q9ul03,Q9UL03,INT6_HUMAN,reviewed,Integrator complex subunit 6 (Int6) (DBI-1) (Protein deleted in cancer 1) (DICE1),INTS6 DBI1 DDX26 DDX26A,Homo sapiens (Human),887,INTS6
